product_id,resource_id,resource_description,priority,multihash,hash_source_type,resource_urls,content_type
PROD-01F4MK4XRGJV2NR9XNQY9GCPGQ,Artwork,High Resolution Artwork,1,QmTrgc21D9VCKdkU5kxFEYQHsGXxSukXfWvUy7UbtS8avQ,ipfs,"{https://api.rektangularstudios.com/static/gd4nvsptjpjx/resource/artwork.png,ipfs://QmTrgc21D9VCKdkU5kxFEYQHsGXxSukXfWvUy7UbtS8avQ,sia://AAD-g84KtK7rjisvLOrSb88COrIc5yyTfyI04olkqPWeTA}",image/png
PROD-01F4MK4XRGJV2NR9XNQY9GCPGQ,OccultaNovelliaCharacter,Occulta Novellia collectible character information such as stats and moves,0,QmUTgYd9uGW6Kh1Y9o2eVjBJNfgaEa85ydtsprS2ruc16s,ipfs,"{https://api.rektangularstudios.com/static/gd4nvsptjpjx/resource/character.json,ipfs://QmUTgYd9uGW6Kh1Y9o2eVjBJNfgaEa85ydtsprS2ruc16s,sia://AAC42O_yF6onVS6B0udTzZFs3Mm8WTsVv2zvOTnjX1MzAw}",application/json
PROD-01F4MK4Y26J6A66YQ1PXH8NXMC,Card,Low Resolution Card,0,Qmf2gK65FgR3YfGwxqaXZrjLWfV6KnmBjKt5CrMm7TvN8U,ipfs,"{https://api.rektangularstudios.com/static/6sfcs6r68jul/resource/card_low.jpg,ipfs://Qmf2gK65FgR3YfGwxqaXZrjLWfV6KnmBjKt5CrMm7TvN8U,sia://PAHBjBfVVMqzHX59PRE5tdmp_KI9VHlDhverHIw25CsHCQ}",image/jpeg
PROD-01F4MK4Y26J6A66YQ1PXH8NXMC,Card,High Resolution Card,1,QmWpvS7rQJh1pKVmgyPNcCyjcaToUZWgij9p5gkNemXnb3,ipfs,"{https://api.rektangularstudios.com/static/6sfcs6r68jul/resource/card.png,ipfs://QmWpvS7rQJh1pKVmgyPNcCyjcaToUZWgij9p5gkNemXnb3,sia://AAB9b9Hg3HZy1a8udSmHE0AUdErdOQ5OKtjda7XxGn-nrQ}",image/png
PROD-01F4MK4Y26J6A66YQ1PXH8NXMC,Artwork,Low Resolution Artwork,0,QmehcF3emKvBCVJyvXYgxQam8C4d5AsyTMfmB5GpAv7iZq,ipfs,"{https://api.rektangularstudios.com/static/6sfcs6r68jul/resource/artwork_low.jpg,ipfs://QmehcF3emKvBCVJyvXYgxQam8C4d5AsyTMfmB5GpAv7iZq,sia://rADYwhupMhfWArDAgKqfmKdulm6oQbCiwidsMx35pMtLnQ}",image/jpeg
PROD-01F4MK4Y26J6A66YQ1PXH8NXMC,Artwork,High Resolution Artwork,1,QmWtjDZEUcFfkhkgRexFW68WdSEZL4rLSAL8emrMtmgy8W,ipfs,"{https://api.rektangularstudios.com/static/6sfcs6r68jul/resource/artwork.png,ipfs://QmWtjDZEUcFfkhkgRexFW68WdSEZL4rLSAL8emrMtmgy8W,sia://AAC2BVKRKW08QEbPskaTN-00CcnRPOM5nrBeawGWzKSo6Q}",image/png
PROD-01F4MK4Y26J6A66YQ1PXH8NXMC,Video,Video of artwork creation process,0,QmaqApmy7y5yYKrWjPyk9VnJMeVLFgtziCndJiLwvLWTLc,ipfs,"{https://api.rektangularstudios.com/static/6sfcs6r68jul/resource/video.mp4,ipfs://QmaqApmy7y5yYKrWjPyk9VnJMeVLFgtziCndJiLwvLWTLc,sia://AAAAbFbusK5GJ7eaBoEwnu1DzEo7Y1GO575wKaH3Jk7unA}",video/mp4
PROD-01F4MK4Y26J6A66YQ1PXH8NXMC,OccultaNovelliaCharacter,Occulta Novellia collectible character information such as stats and moves,0,QmeDv942SkbJCD5CBqtFStJGjLzy1QksqnBH6aoyXVi8xk,ipfs,"{https://api.rektangularstudios.com/static/6sfcs6r68jul/resource/character.json,ipfs://QmeDv942SkbJCD5CBqtFStJGjLzy1QksqnBH6aoyXVi8xk,sia://AACKmJfbzsRzQ5vzr_DOcJEUooc39n2xXWItgwVFHIjRhA}",application/json
PROD-01F4MK4YAR07BTRSQFHDWNXC55,Card,Low Resolution Card,0,QmQ5q7JoWjmtfzCpBWLpN2JCZqrbzmgu8YYWWHcGp3Jbhe,ipfs,"{https://api.rektangularstudios.com/static/b00e5t50blqp/resource/card_low.jpg,ipfs://QmQ5q7JoWjmtfzCpBWLpN2JCZqrbzmgu8YYWWHcGp3Jbhe,sia://PAH4tfaqNSfLgSMGZG-OjkTcQl-4cBORFqXulGL5yUCA8w}",image/jpeg
PROD-01F4MK4YAR07BTRSQFHDWNXC55,Card,High Resolution Card,1,QmY4sNVdD7EsU8ZauddzCoj4QadsokmmgYcrhrMv2E5Kcp,ipfs,"{https://api.rektangularstudios.com/static/b00e5t50blqp/resource/card.png,ipfs://QmY4sNVdD7EsU8ZauddzCoj4QadsokmmgYcrhrMv2E5Kcp,sia://AAC8GMM5ZadyKxoF6h_CJEVVjVXuSN94wvyAV_rkGcR_uA}",image/png
PROD-01F4MK4YAR07BTRSQFHDWNXC55,Artwork,Low Resolution Artwork,0,QmT1sfGF9kUnTNkzsC2j6Anb2WxYS3agqD8cdCFQEpkkfp,ipfs,"{https://api.rektangularstudios.com/static/b00e5t50blqp/resource/artwork_low.jpg,ipfs://QmT1sfGF9kUnTNkzsC2j6Anb2WxYS3agqD8cdCFQEpkkfp,sia://HABf29EdHlxUGUwrjpjlbG6yJHq2XBoW8YxPMbAyHajndw}",image/jpeg
PROD-01F4MK4YAR07BTRSQFHDWNXC55,Artwork,High Resolution Artwork,1,QmUxwmDvJCgyaLQMzeX4SuzgUNFgCYRnC4L7YUMpm9mpsT,ipfs,"{https://api.rektangularstudios.com/static/b00e5t50blqp/resource/artwork.png,ipfs://QmUxwmDvJCgyaLQMzeX4SuzgUNFgCYRnC4L7YUMpm9mpsT,sia://AACIjGCsLu6f-9jeUia09_Mmp_b8JXCX3rE_FrNejZVypw}",image/png
PROD-01F4MK4YAR07BTRSQFHDWNXC55,Video,Video of artwork creation process,0,QmUGCHvBUV8FP5YYaUEAJhhR8ikgsGDb9zJzkYhEysvqbQ,ipfs,"{https://api.rektangularstudios.com/static/b00e5t50blqp/resource/video.mp4,ipfs://QmUGCHvBUV8FP5YYaUEAJhhR8ikgsGDb9zJzkYhEysvqbQ,https://siasky.net/AADJLzH9vKDX12VEl1K0P6UCggL-M9IgeJcZukGxlDxqGA}",video/mp4
PROD-01F4MK4YAR07BTRSQFHDWNXC55,OccultaNovelliaCharacter,Occulta Novellia collectible character information such as stats and moves,0,QmSz8jDiPHF5RJbvXMfDGb8ZXZMYtwCUNys7YpoYACHbqz,ipfs,"{https://api.rektangularstudios.com/static/b00e5t50blqp/resource/character.json,ipfs://QmSz8jDiPHF5RJbvXMfDGb8ZXZMYtwCUNys7YpoYACHbqz,https://siasky.net/AAB9zqxpf_Aldncf4wDFMrKTytmTcEeBbqex3UFOkCgUtg}",application/json
PROD-01F4MK4YKAJ0REHHDY63TTTEWM,Card,Low Resolution Card,0,QmbqfDZJydCxeLPtLu8TzXJvR8w2rmv7NAsS2vbX7xPPVe,ipfs,"{https://api.rektangularstudios.com/static/7k9j5m44g2kf/resource/card_low.jpg,ipfs://QmbqfDZJydCxeLPtLu8TzXJvR8w2rmv7NAsS2vbX7xPPVe,sia://PAH-3INg4ot7SLUp_EYHMSTm4JeJO1zzRXRPR81By7tuPA}",image/jpeg
PROD-01F4MK4YKAJ0REHHDY63TTTEWM,Card,High Resolution Card,1,Qmact1VwKTmgJRc2KwhS4r1i6Eo2Drzf3aJnA8SLTxn2Uf,ipfs,"{https://api.rektangularstudios.com/static/7k9j5m44g2kf/resource/card.png,ipfs://Qmact1VwKTmgJRc2KwhS4r1i6Eo2Drzf3aJnA8SLTxn2Uf,sia://AAApanmTw7_Wzso5B6ZVa4W1sFZXJV-DXF5WkKW6LcBcvg}",image/png
PROD-01F4MK4YKAJ0REHHDY63TTTEWM,Artwork,Low Resolution Artwork,0,QmWp6pEEg4vG2eXLgJPuQCjjNqMZPooaEkFk7h7e2uoTpK,ipfs,"{https://api.rektangularstudios.com/static/7k9j5m44g2kf/resource/artwork_low.jpg,ipfs://QmWp6pEEg4vG2eXLgJPuQCjjNqMZPooaEkFk7h7e2uoTpK,sia://XADr8biaznLUGboT3flRvkp8_XHudzhEZb5NCW-xM14ggg}",image/jpeg
PROD-01F4MK4YKAJ0REHHDY63TTTEWM,Artwork,High Resolution Artwork,1,QmYNJb5WNF1cBqdPejF3R5W6PLBAUctxKbLKmH5aZe3bxo,ipfs,"{https://api.rektangularstudios.com/static/7k9j5m44g2kf/resource/artwork.png,ipfs://QmYNJb5WNF1cBqdPejF3R5W6PLBAUctxKbLKmH5aZe3bxo,sia://AACxRuSgzOLJDy2Tx6K78VRCxx_O3jMFvTQuSLiaE_2pwQ}",image/png
PROD-01F4MK4YKAJ0REHHDY63TTTEWM,Video,Video of artwork creation process,0,QmThG7sk3oKNnmBiQmhv1jE1Mwpn2MkukQFMA2PfBteR5R,ipfs,"{https://api.rektangularstudios.com/static/7k9j5m44g2kf/resource/video.mp4,ipfs://QmThG7sk3oKNnmBiQmhv1jE1Mwpn2MkukQFMA2PfBteR5R,sia://AAD_G-MDOF8Kn1MVxyiHP_fX4dY-gRMi1IFI-2jjbvA9FQ}",video/mp4
PROD-01F4MK4YKAJ0REHHDY63TTTEWM,OccultaNovelliaCharacter,Occulta Novellia collectible character information such as stats and moves,0,QmYH1H5giYdSyUHdzVfqUzbEXiqhbhPmhX2Gb6BHhnyAUE,ipfs,"{https://api.rektangularstudios.com/static/7k9j5m44g2kf/resource/character.json,ipfs://QmYH1H5giYdSyUHdzVfqUzbEXiqhbhPmhX2Gb6BHhnyAUE,sia://AABIBjeWIKafnVZkkSXqN3EfE4Q5Cm4Joi-PzDkG1ctSGQ}",application/json
PROD-01F4MK4YVW4JSV717E0XK920AZ,Card,Low Resolution Card,0,QmdeMqXMMx1N13WtpYQhL3StN61iJPgj8koSyPmMEyWru6,ipfs,"{https://api.rektangularstudios.com/static/1tv6m0ebarc5/resource/card_low.jpg,ipfs://QmdeMqXMMx1N13WtpYQhL3StN61iJPgj8koSyPmMEyWru6,sia://XAFiGUnN-eBT2g69AYBrO9ayal0rfJJfg3zuZNSyroxRQQ}",image/jpeg
PROD-01F4MK4YVW4JSV717E0XK920AZ,Card,High Resolution Card,1,QmfKsfARyb4G42ukR8f9p73D6fmUaSuBmewDBhBKnxF2UM,ipfs,"{https://api.rektangularstudios.com/static/1tv6m0ebarc5/resource/card.png,ipfs://QmfKsfARyb4G42ukR8f9p73D6fmUaSuBmewDBhBKnxF2UM,sia://AADtXVjMF7OmZ4xlREk4mrTcHU03RHYfnN6Y-uMJHr5fvw}",image/png
PROD-01F4MK4YVW4JSV717E0XK920AZ,Artwork,Low Resolution Artwork,0,QmSg7Ei9RSFt6kudvKebT6XMNtqrxUgpB9uHCF9MkGt6XN,ipfs,"{https://api.rektangularstudios.com/static/1tv6m0ebarc5/resource/artwork_low.jpg,ipfs://QmSg7Ei9RSFt6kudvKebT6XMNtqrxUgpB9uHCF9MkGt6XN,sia://nACLDCBK3PXz_-xuVvGhNNCf51HIwFXdY3jolC6G8YghZA}",image/jpeg
PROD-01F4MK4YVW4JSV717E0XK920AZ,Artwork,High Resolution Artwork,1,Qme5wA3xFaYEP6kzTroGzyuKCYZNV4eeMSMKzT9B5sSiJA,ipfs,"{https://api.rektangularstudios.com/static/1tv6m0ebarc5/resource/artwork.png,ipfs://Qme5wA3xFaYEP6kzTroGzyuKCYZNV4eeMSMKzT9B5sSiJA,sia://AAC2ZT95v6K2BXomoDX6FP6KWMfO6ZgP2Lf20gWe-mC9mw}",image/png
PROD-01F4MK4YVW4JSV717E0XK920AZ,Video,Video of artwork creation process,0,QmX53x1ngZ9X2nXWX7n6DBNr91epJXbg6M1MgqyMgaAThP,ipfs,"{https://api.rektangularstudios.com/static/1tv6m0ebarc5/resource/video.mp4,ipfs://QmX53x1ngZ9X2nXWX7n6DBNr91epJXbg6M1MgqyMgaAThP,sia://AACT74a2MPknxcc3HaczlD6TsWRaLGo_3W_4BT0Mm2iM3g}",video/mp4
PROD-01F4MK4YVW4JSV717E0XK920AZ,OccultaNovelliaCharacter,Occulta Novellia collectible character information such as stats and moves,0,QmUV3ypFT3NovDde4QqhiFJDogNDs3nKogbMY4GzTFpF8p,ipfs,"{https://api.rektangularstudios.com/static/1tv6m0ebarc5/resource/character.json,ipfs://QmUV3ypFT3NovDde4QqhiFJDogNDs3nKogbMY4GzTFpF8p,sia://AADhZVXx_UM-n_Vk2UlC-fpCJ5MLH-nYOVzbKUxZiSuHKQ}",application/json
PROD-01F4MK4Z489EBKGGFXA2HKZ1MA,Card,Low Resolution Card,0,QmSeSYSRVeMMuiX3xxBNPANB9v3bMMu54MTfEFnGkFq3Ho,ipfs,"{https://api.rektangularstudios.com/static/fndrm9lug64t/resource/card_low.jpg,ipfs://QmSeSYSRVeMMuiX3xxBNPANB9v3bMMu54MTfEFnGkFq3Ho,sia://vACMddrdB5SaQ3YqW-IMAEtX3vGF6dNKskVBpdNVJ-xHng}",image/jpeg
PROD-01F4MK4Z489EBKGGFXA2HKZ1MA,Card,High Resolution Card,1,QmTWbU2nwLqC1rkQN9ym39UKtth9s9f5zzJkpqGtNctBNo,ipfs,"{https://api.rektangularstudios.com/static/fndrm9lug64t/resource/card.png,ipfs://QmTWbU2nwLqC1rkQN9ym39UKtth9s9f5zzJkpqGtNctBNo,sia://AAAyLyPuVTv29BA6Wfhn-7-Rn4B_k6TxoFvSeZogm25diA}",image/png
PROD-01F4MK4Z489EBKGGFXA2HKZ1MA,Artwork,Low Resolution Artwork,0,QmXj7KsNCi8Gegzt35vp3Rz2QH1SCCjNmRBDH7MkXEYmU2,ipfs,"{https://api.rektangularstudios.com/static/fndrm9lug64t/resource/artwork_low.jpg,ipfs://QmXj7KsNCi8Gegzt35vp3Rz2QH1SCCjNmRBDH7MkXEYmU2,sia://rABg7xdNtTSyJy4rvbSdwRPKXdgBy_-aQA1eRH3ATkrGqQ}",image/jpeg
PROD-01F4MK4Z489EBKGGFXA2HKZ1MA,Artwork,High Resolution Artwork,1,QmcHFTzACkQCp451FQ5KSvwhdPbmyV5Uv1NQ4LZNCLcZKw,ipfs,"{https://api.rektangularstudios.com/static/fndrm9lug64t/resource/artwork.png,ipfs://QmcHFTzACkQCp451FQ5KSvwhdPbmyV5Uv1NQ4LZNCLcZKw,sia://AADfi33qPVX2M-XFnGdeLfIdI5Dt763B10qD-GgTFK8tWg}",image/png
PROD-01F4MK4Z489EBKGGFXA2HKZ1MA,Video,Video of artwork creation process,0,QmRJkx1QFv6SkfWNfw3B1Sr9H1zekNxAEcqM2zvo46NAS7,ipfs,"{https://api.rektangularstudios.com/static/fndrm9lug64t/resource/video.mp4,ipfs://QmRJkx1QFv6SkfWNfw3B1Sr9H1zekNxAEcqM2zvo46NAS7,sia://AADzgkjqI6ob7EFfapar1slQraKbsJsS78NBYt37s9pUWQ}",video/mp4
